Coef.,Std.Err.,z,P>|z|,[0.025,0.975],term,p,OR,CI_low,CI_high,CI_width,q,N_rows,N_trials
0.43462231630057846,0.36709237828659386,1.1839589760190092,0.2364293025648403,-0.28486552414029886,1.1541101567414558,has_contributing,0.2364293025648403,1.5443796617645027,0.7521054452302055,3.171242217162519,2.4191367719323136,0.5091707832119949,50,3747
-0.29223600436467323,0.19279029568791836,-1.5158232073969835,0.1295640621726944,-0.6700980404818209,0.08562603175247446,has_coc,0.1295640621726944,0.7465923161346103,0.5116548594375648,1.0894064157310306,0.5777515562934658,0.4003380104904032,50,3747
-0.2793398783404615,0.35384457716062906,-0.7894423042511518,0.4298535386019767,-0.9728625057000986,0.4141827490191756,has_issue_template,0.4298535386019767,0.756282815380018,0.377994645209511,1.5131529086135709,1.13515826340406,0.5621161658641235,50,3747
0.39949124692529003,0.4096526021661421,0.9751951893210947,0.3294634479607026,-0.4034130994934634,1.2023955933440433,has_pr_template,0.3294634479607026,1.4910659202709433,0.6680262209342057,3.3281292094856356,2.66010298855143,0.5091707832119949,50,3747
-0.5602561658737057,0.5101218606095667,-1.0982790763058683,0.2720826456216435,-1.560076640395018,0.43956430864760654,has_codeowners,0.2720826456216435,0.5710627583199472,0.2101161065603629,1.5520593793522426,1.3419432727918796,0.5091707832119949,50,3747
-0.4228872644628887,0.3832129074247889,-1.1035308473942425,0.2697967031641746,-1.1739707614263568,0.3281962325005794,discussions_enabled,0.2697967031641746,0.6551524879163126,0.30913272516894197,1.3884805699181846,1.0793478447492426,0.5091707832119949,50,3747
-0.515779154793029,0.1843859059519164,-2.7972808015355164,0.005153472267850472,-0.8771688897155747,-0.15438941987048332,readme_words_log,0.005153472267850472,0.5970352304849933,0.4159561094325546,0.856943937971095,0.4409878285385404,0.029203009517819338,50,3747
0.0837717337172863,0.10382833430043846,0.8068292174935965,0.4197648834567962,-0.11972806208635783,0.28727152952093044,docs_md_count,0.4197648834567962,1.0873806531378298,0.8871583393387757,1.3327910389702557,0.44563269963148,0.5621161658641235,50,3747
0.05172281892626776,0.1662221692878507,0.3111667904941018,0.7556738280136814,-0.2740666463100395,0.377512284162575,R,0.7556738280136814,1.0530838071553585,0.7602768521596119,1.458660094336273,0.6983832421766611,0.8564303384155056,50,3747
-0.18931881385955907,0.30745827437812434,-0.6157544930039102,0.5380565660299874,-0.7919259583895168,0.4132883306703987,A,0.5380565660299874,0.8275226389482258,0.4529665344380664,1.5117975963088872,1.0588310618708208,0.6533544016078419,50,3747
0.00289389885449598,0.14120542710081085,0.02049424667247341,0.983649101604199,-0.2738636526846894,0.27965145039368133,C,0.983649101604199,1.002898090221942,0.7604318843201187,1.3226754428768868,0.5622435585567681,0.983649101604199,50,3747
-3.437118195950008,0.8216436532555329,-4.183222474038946,2.87405887093208e-05,-5.047510164456769,-1.8267262274432472,links_per_comment_365,2.87405887093208e-05,0.03215722274120458,0.006425121381411314,0.16094434844751557,0.15451922706610424,0.0004885900080584537,50,3747
-0.3556235240105281,0.24175913134930055,-1.4709828002182594,0.1412957684083776,-0.8294627143888456,0.1182156663677893,convo_broken_link_ratio_365,0.1412957684083776,0.7007363810047365,0.4362798335445692,1.1254966145792589,0.6892167810346896,0.4003380104904032,50,3747
-0.26857158710029316,0.14841848104678515,-1.8095562305049653,0.07036463271362149,-0.5594664645921327,0.022323290391546347,R_convo_rule_365,0.07036463271362149,0.7644706946106722,0.5715108504850046,1.0225797855326242,0.4510689350476196,0.29904968903289136,50,3747
-0.16303905908326635,0.16093008229864328,-1.013104925782051,0.3110100457336431,-0.4784562244176741,0.15237810625114137,log_reply_time,0.3110100457336431,0.8495580048096845,0.6197358002512583,1.1646072459322094,0.5448714456809511,0.5091707832119949,50,3747
-1.3659955982038152,0.34738769170787426,-3.9321934277179578,8.41742919601555e-05,-2.0468629626237522,-0.6851282337838781,log_mta_ratio,8.41742919601555e-05,0.2551265459724599,0.12913776820018294,0.5040318983904002,0.3748941301902172,0.0007154814816613217,50,3747
0.06749542387359275,0.35835389971006837,0.188348512261764,0.8506034585146698,-0.6348653132776197,0.7698561610248053,has_toxicity,0.8506034585146698,1.0698253639306015,0.5300000280252497,2.159483488281471,1.6294834602562214,0.9037661746718366,50,3747
